mz,intensity
2.746582194064687883e+02,5.800316769995569194e-02
2.749583194398132946e+02,6.807911385456656694e-02
2.752584194731576872e+02,5.917542018925324443e-02
2.755585195065021935e+02,4.534228005330291633e-02
2.758586195398465861e+02,4.414327541468651694e-02
2.761587195731910356e+02,7.014132832929995121e-02
2.764588196065354850e+02,4.114555645830578895e-02
2.767589196398799345e+02,7.480108355870417058e-02
2.770590196732243840e+02,3.151365767390905404e-02
2.773591197065688334e+02,5.101668325780837204e-02
2.776592197399132829e+02,6.296150388905587258e-02
2.779593197732577323e+02,3.731069412614294867e-02
2.782594198066021818e+02,7.551160446122541503e-02
2.785595198399466312e+02,6.221756314001412186e-02
2.788596198732910807e+02,4.198310942685706121e-02
2.791597199066355302e+02,3.244234700998084586e-02
2.794598199399799796e+02,3.162313111498912116e-02
2.797599199733244291e+02,6.406967631144670772e-02
2.800600200066688785e+02,4.002573964166647458e-02
2.803601200400133280e+02,3.597735327042028697e-02
2.806602200733577774e+02,5.876228286707043530e-02
2.809603201067022269e+02,1.090479148595101810e-01
2.812604201400466764e+02,6.915905461267228549e-02
2.815605201733911258e+02,7.897620111268155441e-02
2.818606202067355753e+02,6.808099628402988768e-02
2.821607202400800247e+02,7.959429933380758604e-02
2.824608202734244742e+02,3.718012531178295499e-02
2.827609203067688668e+02,5.553811084676871235e-02
2.830610203401133731e+02,6.948102272056498607e-02
2.833611203734577657e+02,6.400052272615257276e-02
2.836612204068022720e+02,6.062303966314116360e-02
2.839613204401466646e+02,5.124861341148983368e-02
2.842614204734911709e+02,5.950088400547851736e-02
2.845615205068355635e+02,4.928617498276127717e-02
2.848616205401800698e+02,1.643422519426565587e-02
2.851617205735244625e+02,4.108063364690308500e-02
2.854618206068689688e+02,7.458293558268436207e-02
2.857619206402133614e+02,9.630966200081425566e-02
2.860620206735578677e+02,1.015370786251705570e-01
2.863621207069022603e+02,6.729702313209490194e-02
2.866622207402467666e+02,8.332530910268103053e-02
2.869623207735911592e+02,8.371197315555958807e-02
2.872624208069356655e+02,5.180113416878887045e-02
2.875625208402800581e+02,3.178054345346523202e-02
2.878626208736245644e+02,6.644922274205708468e-02
2.881627209069689570e+02,3.067870159209110797e-02
2.884628209403134633e+02,5.961447821346319703e-02
2.887629209736578559e+02,7.826485981222815191e-02
2.890630210070023054e+02,3.778966955178496290e-02
2.893631210403467549e+02,6.692459687948193459e-02
2.896632210736912043e+02,9.116576511136890992e-02
2.899633211070356538e+02,7.368144472634871600e-02
2.902634211403801032e+02,7.698249570904737438e-02
2.905635211737245527e+02,8.475480564899616487e-02
2.908636212070690021e+02,1.013622589998665058e-01
2.911637212404134516e+02,6.981351921040995778e-02
2.914638212737579011e+02,9.145619003850050110e-02
2.917639213071023505e+02,6.566295436641594874e-02
2.920640213404468000e+02,5.610217440493832364e-02
2.923641213737912494e+02,7.340022380489287512e-02
2.926642214071356989e+02,5.506483842544580148e-02
2.929643214404801483e+02,5.579483496599298153e-02
2.932644214738245978e+02,5.517795919576927444e-02
2.935645215071690473e+02,2.149866480309894912e-02
2.938646215405134967e+02,6.959053537550843882e-02
2.941647215738579462e+02,4.227625182698575845e-02
2.944648216072023956e+02,6.547900175425365454e-02
2.947649216405468451e+02,9.669419291783865056e-02
2.950650216738912945e+02,5.734424799382985966e-02
2.953651217072357440e+02,5.699250853374396991e-02
2.956652217405801366e+02,9.517831288618676389e-02
2.959653217739246429e+02,7.889266644998747802e-02
2.962654218072690355e+02,8.756250774446422414e-02
2.965655218406135418e+02,6.099054080452919607e-02
2.968656218739579344e+02,8.312141083381145712e-02
2.971657219073024407e+02,5.449873372309928937e-02
2.974658219406468334e+02,5.476340425134530732e-02
2.977659219739913397e+02,8.026862846085745795e-02
2.980660220073357323e+02,5.643555108534523135e-02
2.983661220406802386e+02,8.380362113455676332e-02
2.986662220740246312e+02,1.163521376040449334e-01
2.989663221073691375e+02,3.485155042975685014e-02
2.992664221407135301e+02,5.358562240621365935e-02
2.995665221740580364e+02,9.108669371019971484e-02
2.998666222074024290e+02,6.583521517006395152e-02
3.001667222407469353e+02,9.201052940053461304e-02
3.004668222740913279e+02,4.863834322061334758e-02
3.007669223074358342e+02,7.551634808704206503e-02
3.010670223407802268e+02,6.592711078593921359e-02
3.013671223741247331e+02,7.179335823000879135e-02
3.016672224074691258e+02,7.565490211716804914e-02
3.019673224408135752e+02,4.467802115474951707e-02
3.022674224741580247e+02,4.763989151605020622e-02
3.025675225075024741e+02,9.715093781591434274e-02
3.028676225408469236e+02,7.507266956051976414e-02
3.031677225741913730e+02,7.137657845308668925e-02
3.034678226075358225e+02,6.840833030159927663e-02
3.037679226408802720e+02,7.645976192726745835e-02
3.040680226742247214e+02,4.624817641671175039e-02
3.043681227075691709e+02,4.942327376034720554e-02
3.046682227409136203e+02,9.552980246009343257e-02
3.049683227742580698e+02,7.249986510454436983e-02
3.052684228076025192e+02,8.651400563091446450e-02
3.055685228409469687e+02,5.742723848143324594e-02
3.058686228742914182e+02,9.710645888092057920e-02
3.061687229076358676e+02,7.650785452439376466e-02
3.064688229409803171e+02,7.925644273458642974e-02
3.067689229743247665e+02,8.063426381015074973e-02
3.070690230076692160e+02,5.374656648612189530e-02
3.073691230410136654e+02,3.239835665539463061e-02
3.076692230743581149e+02,4.824173825275884786e-02
3.079693231077025644e+02,1.023723459515572115e-01
3.082694231410470138e+02,9.579889477335962189e-02
3.085695231743914064e+02,6.286960426809357072e-02
3.088696232077359127e+02,6.379725526705057326e-02
3.091697232410803053e+02,9.058632824179858878e-02
3.094698232744248116e+02,6.651134823020019016e-02
3.097699233077692043e+02,4.392357766762172017e-02
3.100700233411137106e+02,9.525592670057660138e-02
3.103701233744581032e+02,7.953694125440477491e-02
3.106702234078026095e+02,1.973451465877661126e-02
3.109703234411470021e+02,6.389659172117273522e-02
3.112704234744915084e+02,7.318110915147485462e-02
3.115705235078359010e+02,8.015306460329520155e-02
3.118706235411804073e+02,7.390027191815870533e-02
3.121707235745247999e+02,5.863015316532255161e-02
3.124708236078693062e+02,6.974485120748269429e-02
3.127709236412136988e+02,7.899098213707250737e-02
3.130710236745582051e+02,6.921200454410159075e-02
3.133711237079025977e+02,6.921131750561844431e-02
3.136712237412471040e+02,1.045678908387746436e-01
3.139713237745914967e+02,6.451652362518062178e-02
3.142714238079360030e+02,8.172295696336775994e-02
3.145715238412803956e+02,5.503670152123783799e-02
3.148716238746248450e+02,1.155086339200794981e-01
3.151717239079692945e+02,1.327864429119819667e-01
3.154718239413137439e+02,1.416758587869925423e-01
3.157719239746581934e+02,1.669439829371680839e-01
3.160720240080026429e+02,1.791031940662524968e-01
3.163721240413470923e+02,2.029987021722238216e-01
3.166722240746915418e+02,2.358851534806978290e-01
3.169723241080359912e+02,2.558018099840106974e-01
3.172724241413804407e+02,3.240317600170384282e-01
3.175725241747248901e+02,3.364479855813997666e-01
3.178726242080693396e+02,3.607695757528206482e-01
3.181727242414137891e+02,4.561921119828852844e-01
3.184728242747582385e+02,5.268543039419937291e-01
3.187729243081026880e+02,5.213970836572254797e-01
3.190730243414471374e+02,5.879168786761279630e-01
3.193731243747915869e+02,6.225452017526778015e-01
3.196732244081360363e+02,6.702465096318759308e-01
3.199733244414804858e+02,7.141036928365641634e-01
3.202734244748249353e+02,7.159831422484849162e-01
3.205735245081693847e+02,7.540787227352858668e-01
3.208736245415138342e+02,7.395057556215341998e-01
3.211737245748582836e+02,7.566406638903961923e-01
3.214738246082026762e+02,7.334848322595908243e-01
3.217739246415471825e+02,7.157066835561902707e-01
3.220740246748915752e+02,6.735049169244986533e-01
3.223741247082360815e+02,6.958255806064777005e-01
3.226742247415804741e+02,6.391147874983104105e-01
3.229743247749249804e+02,5.436377906863074649e-01
3.232744248082693730e+02,5.203208031007533485e-01
3.235745248416138793e+02,4.679584708467970922e-01
3.238746248749582719e+02,4.170004112255080164e-01
3.241747249083027782e+02,3.529904206429133606e-01
3.244748249416471708e+02,3.508606198228664819e-01
3.247749249749916771e+02,2.852547884791784560e-01
3.250750250083360697e+02,2.640411169389700885e-01
3.253751250416805760e+02,2.311263976154314947e-01
3.256752250750249686e+02,2.184956988613811490e-01
3.259753251083694749e+02,1.294548873339699258e-01
3.262754251417138676e+02,1.794022214277551375e-01
3.265755251750583739e+02,1.526365898499171259e-01
3.268756252084027665e+02,1.246820354100133810e-01
3.271757252417472728e+02,1.497348256263301980e-01
3.274758252750916654e+02,9.744033303654624223e-02
3.277759253084361148e+02,1.030610564548745250e-01
3.280760253417805643e+02,6.678261860372244896e-02
3.283761253751250138e+02,1.004486528533732881e-01
3.286762254084694632e+02,7.833223918037829359e-02
3.289763254418139127e+02,6.393118649593233782e-02
3.292764254751583621e+02,1.138461135672069746e-01
3.295765255085028116e+02,6.438421432937663225e-02
3.298766255418472610e+02,6.993386602471733660e-02
3.301767255751917105e+02,6.530257341040064667e-02
3.304768256085361600e+02,5.377599477591200189e-02
3.307769256418806094e+02,7.925842377477353151e-02
3.310770256752250589e+02,8.321338040232233169e-02
3.313771257085695083e+02,7.539002443335032777e-02
3.316772257419139578e+02,2.097750089118886191e-02
3.319773257752584072e+02,8.825380942456129141e-02
3.322774258086028567e+02,6.100509185538160323e-02
3.325775258419473062e+02,4.360594713778424142e-02
3.328776258752917556e+02,7.992421554313679233e-02
3.331777259086362051e+02,7.904354828484703999e-02
3.334778259419806545e+02,4.685369896269989121e-02
3.337779259753250471e+02,1.170924648089499698e-01
3.340780260086695534e+02,4.337935750587373906e-02
3.343781260420139461e+02,3.283929452687740780e-02
3.346782260753584524e+02,4.434256872307885261e-02
3.349783261087028450e+02,9.576775690216830783e-02
3.352784261420473513e+02,6.375946288603973056e-02
3.355785261753917439e+02,5.975935575893099455e-02
3.358786262087362502e+02,6.588027327143601564e-02
3.361787262420806428e+02,5.511313121226129458e-02
3.364788262754251491e+02,5.316116705859345870e-02
3.367789263087695417e+02,5.406219826650823790e-02
3.370790263421140480e+02,8.096474184794004436e-02
3.373791263754584406e+02,8.713292682792866950e-02
3.376792264088029469e+02,4.553919448479932380e-02
3.379793264421473395e+02,7.134190518978132667e-02
3.382794264754918458e+02,8.223685868904370699e-02
3.385795265088362385e+02,4.475211580014676338e-02
3.388796265421807448e+02,5.624934149761443014e-02
3.391797265755251374e+02,4.545199112345810200e-02
3.394798266088696437e+02,4.030439194216289822e-02
3.397799266422140363e+02,6.807300098203575289e-02
3.400800266755584857e+02,5.122297437570758755e-02
3.403801267089029352e+02,7.847718424613740751e-02
3.406802267422473847e+02,6.517425225988604520e-02
3.409803267755918341e+02,7.392243882667318133e-02
3.412804268089362836e+02,5.973055246537915808e-02
3.415805268422807330e+02,5.278170531906253848e-02
3.418806268756251825e+02,6.357276110203070874e-02
3.421807269089696319e+02,6.519000598365962129e-02
3.424808269423140814e+02,5.107566285577916365e-02
3.427809269756585309e+02,7.362667084576525467e-02
3.430810270090029803e+02,7.992779821784230798e-02
3.433811270423474298e+02,6.805785048157735051e-02
3.436812270756918792e+02,9.906547095563600358e-02
3.439813271090363287e+02,5.204749699653660883e-02
3.442814271423807782e+02,7.500400245699580248e-02
3.445815271757252276e+02,5.631435363802374944e-02
3.448816272090696771e+02,6.907779972891293918e-02
3.451817272424141265e+02,4.768157316660857903e-02
3.454818272757585760e+02,8.647757399487196461e-02
3.457819273091030254e+02,6.758927317422062930e-02
3.460820273424474749e+02,8.780670176480914746e-02
3.463821273757919244e+02,3.853207107908510759e-02
3.466822274091363170e+02,5.387506947111067590e-02
3.469823274424808233e+02,4.578467499978226135e-02
3.472824274758252159e+02,5.288700351723193277e-02
3.475825275091697222e+02,4.956273536461577173e-02
3.478826275425141148e+02,6.089244401831353515e-02
3.481827275758586211e+02,6.284590442109300179e-02
3.484828276092030137e+02,6.225799211672719546e-02
3.487829276425475200e+02,5.185331794819523360e-02
3.490830276758919126e+02,6.659767528752348620e-02
3.493831277092364189e+02,8.024613470708413798e-02
3.496832277425808115e+02,4.457224979136363563e-02
3.499833277759253178e+02,6.251875970672263194e-02
3.502834278092697105e+02,6.090209187245734790e-02
3.505835278426142168e+02,7.163242775597844503e-02
3.508836278759586094e+02,6.086929840951657567e-02
3.511837279093031157e+02,6.171362537512348201e-02
3.514838279426475083e+02,4.208478018210155130e-02
3.517839279759920146e+02,6.221987679227648782e-02
3.520840280093364072e+02,4.322655101919353066e-02
3.523841280426809135e+02,7.185611001445579848e-02
3.526842280760253061e+02,5.935478094253814757e-02
3.529843281093697556e+02,6.209281980450936239e-02
3.532844281427142050e+02,4.334770013314696857e-02
3.535845281760586545e+02,7.712188628303638660e-02
3.538846282094031039e+02,7.476761828172667768e-02
3.541847282427475534e+02,7.802580937070752176e-02
3.544848282760920029e+02,1.052164354550689518e-01
3.547849283094364523e+02,5.949110872542459627e-02
3.550850283427809018e+02,8.448174227003130143e-02
3.553851283761253512e+02,5.780873245021430490e-02
3.556852284094698007e+02,6.803805858965802922e-02
3.559853284428142501e+02,6.733351364831155483e-02
3.562854284761586996e+02,6.518848840734194072e-02
3.565855285095031491e+02,7.293110769926336445e-02
3.568856285428475985e+02,5.355603781031771649e-02
3.571857285761920480e+02,6.032165002248371377e-02
3.574858286095364974e+02,7.007690141341307855e-02
3.577859286428809469e+02,9.419496309161481951e-02
3.580860286762253963e+02,4.225740836027358505e-02
3.583861287095698458e+02,2.284803351168020885e-02
3.586862287429142953e+02,4.915461534051766140e-02
3.589863287762587447e+02,6.050003569473515891e-02
3.592864288096031942e+02,6.206566098914943069e-02
3.595865288429476436e+02,6.027464476743722016e-02
3.598866288762920931e+02,8.194978691407775462e-02
3.601867289096365425e+02,7.767820887936316421e-02
3.604868289429809920e+02,5.703462434071575327e-02
3.607869289763254415e+02,4.849135797795945529e-02
3.610870290096698909e+02,5.082399712556221610e-02
3.613871290430143404e+02,5.047953011543247076e-02
3.616872290763587898e+02,5.295463402130757419e-02
3.619873291097032393e+02,2.587420231405752891e-02
3.622874291430476887e+02,4.796657629037672649e-02
3.625875291763920814e+02,4.854956379710437253e-02
3.628876292097365308e+02,5.312893290333117746e-02
3.631877292430809803e+02,5.167952801294355136e-02
3.634878292764254297e+02,7.006427792493971629e-02
3.637879293097698792e+02,4.584350194979279480e-02
3.640880293431143286e+02,4.756868414233953596e-02
3.643881293764587781e+02,6.703652549162152086e-02
3.646882294098032276e+02,5.134861683632414853e-02
3.649883294431476770e+02,6.024083086659654668e-02
3.652884294764921265e+02,6.915494009987072088e-02
3.655885295098365759e+02,6.406378115376151761e-02
3.658886295431810254e+02,6.048348876179508032e-02
3.661887295765254748e+02,5.140694872484695421e-02
3.664888296098699243e+02,6.882890168008086451e-02
3.667889296432143738e+02,5.855696599512654615e-02
3.670890296765588232e+02,4.480357567656188117e-02
3.673891297099032727e+02,5.173883464273850569e-02
3.676892297432477221e+02,3.024655087425896435e-02
3.679893297765921716e+02,3.523187954001381905e-02
3.682894298099366210e+02,1.665844767966102868e-02
3.685895298432810705e+02,4.057134720533561723e-02
3.688896298766255200e+02,8.073401497589774434e-02
3.691897299099699694e+02,4.274623499959839812e-02
3.694898299433144189e+02,6.947951522763737287e-02
3.697899299766588683e+02,5.351217900902322661e-02
3.700900300100033178e+02,3.942247526497343751e-02
3.703901300433477672e+02,8.005112440311518140e-02
3.706902300766922167e+02,6.478154851207787446e-02
3.709903301100366662e+02,1.795314107766250028e-02
3.712904301433811156e+02,7.366874893846658834e-02
3.715905301767255651e+02,3.119626776625126011e-02
3.718906302100700145e+02,4.898505990425982420e-02
3.721907302434144640e+02,6.575670527722556058e-02
3.724908302767589134e+02,4.624833686292272039e-02
3.727909303101033629e+02,7.447511803120314411e-02
3.730910303434478124e+02,6.717223098165345241e-02
3.733911303767922618e+02,2.026005282538646118e-02
3.736912304101367113e+02,4.219938999018507664e-02
3.739913304434811607e+02,5.713996310151123192e-02
3.742914304768256102e+02,3.984884578420601342e-02
3.745915305101700596e+02,4.687354433696527128e-02
3.748916305435145091e+02,6.704496024683864741e-02
3.751917305768589586e+02,5.723501665112173953e-02
3.754918306102033512e+02,3.233708768852533444e-02
3.757919306435478006e+02,5.409163146734685679e-02
3.760920306768922501e+02,3.820411332228941526e-02
3.763921307102366995e+02,2.599563548266372107e-02
3.766922307435811490e+02,2.754832545289356491e-02
3.769923307769255985e+02,5.573850456894325484e-02
3.772924308102700479e+02,4.928707111516345690e-02
3.775925308436144974e+02,4.980794129425621108e-02
3.778926308769589468e+02,2.662510097898146064e-02
3.781927309103033963e+02,4.572069311970281685e-02
3.784928309436478457e+02,2.850596796014484569e-02
3.787929309769922952e+02,3.057152169317634005e-02
3.790930310103367447e+02,4.564699217047610280e-02
3.793931310436811941e+02,2.113190634987494390e-02
3.796932310770256436e+02,6.203531633435349635e-02
3.799933311103700930e+02,9.823795965262166474e-02
3.802934311437145425e+02,5.752718364297850634e-02
3.805935311770589919e+02,2.734316474877278302e-02
3.808936312104034414e+02,4.262812736113662931e-02
3.811937312437478909e+02,1.679379854471577116e-02
3.814938312770923403e+02,4.020106762199530254e-02
3.817939313104367898e+02,5.775063824592059636e-02
3.820940313437812392e+02,5.924315398896670692e-02
3.823941313771256887e+02,2.667184594404721151e-02
3.826942314104701381e+02,5.314100804531865507e-02
3.829943314438145876e+02,7.013780939309743889e-02
3.832944314771590371e+02,8.196320283102730142e-02
3.835945315105034865e+02,3.269737237593081658e-02
3.838946315438479360e+02,2.928135369018605716e-02
3.841947315771923854e+02,4.750594854284451163e-02
3.844948316105368349e+02,0.000000000000000000e+00
3.847949316438812843e+02,3.550211882343031616e-02
3.850950316772257338e+02,4.055620651285379158e-02
3.853951317105701833e+02,3.664199971745372292e-02
3.856952317439146327e+02,1.400474325725171998e-02
3.859953317772590822e+02,4.062479705486812115e-02
3.862954318106035316e+02,2.985750947378787087e-02
3.865955318439479811e+02,6.039346521165504106e-02
3.868956318772924305e+02,2.672869757484182263e-02
3.871957319106368800e+02,3.930595711808404502e-02
3.874958319439813295e+02,4.014885109062359125e-02
3.877959319773257789e+02,5.601448015330891261e-02
3.880960320106702284e+02,0.000000000000000000e+00
3.883961320440146210e+02,3.756194661616724800e-02
3.886962320773590704e+02,5.942291603386425786e-02
3.889963321107035199e+02,3.685334076311586743e-02
3.892964321440479694e+02,1.340519145974338258e-02
3.895965321773924188e+02,5.033306039854681946e-02
3.898966322107368683e+02,5.039235015033857040e-02
3.901967322440813177e+02,3.810669620424280563e-02
3.904968322774257672e+02,2.017880685478998584e-02
3.907969323107702166e+02,2.841982796608487349e-02
3.910970323441146661e+02,3.681719145112858499e-02
3.913971323774591156e+02,2.544104408217407604e-02
3.916972324108035650e+02,4.407910527153634239e-03
3.919973324441480145e+02,2.728592243465958328e-02
3.922974324774924639e+02,4.129737313514726671e-02
3.925975325108369134e+02,3.225206422909545484e-02
3.928976325441813628e+02,4.074325070470059817e-02
3.931977325775258123e+02,4.378974494052183947e-02
3.934978326108702618e+02,5.991041697811243238e-02
3.937979326442147112e+02,8.591816253472639442e-02
3.940980326775591607e+02,5.634048917252500177e-02
3.943981327109036101e+02,1.348204065103242658e-02
3.946982327442480596e+02,0.000000000000000000e+00
3.949983327775925090e+02,3.940819801705425923e-02
3.952984328109369585e+02,4.259035595544487240e-02
3.955985328442814080e+02,1.779076442714180861e-02
3.958986328776258574e+02,4.633502157769538166e-02
3.961987329109703069e+02,2.542224789651659211e-02
3.964988329443147563e+02,4.868161516547839934e-02
3.967989329776592058e+02,3.398556541810170140e-02
3.970990330110036552e+02,4.831342401779593898e-02
3.973991330443481047e+02,5.369054021253233389e-03
3.976992330776925542e+02,3.133295586142107597e-02
3.979993331110370036e+02,3.700026580873608251e-02
3.982994331443814531e+02,1.134514844909282477e-02
3.985995331777259025e+02,7.736043685827417860e-02
3.988996332110703520e+02,2.876981118365889295e-02
3.991997332444148014e+02,6.725690795359663687e-02
3.994998332777592509e+02,2.604341890876973875e-02
3.997999333111037004e+02,3.460422554962426511e-02
4.001000333444481498e+02,6.275568251849655832e-02
4.004001333777925993e+02,4.502879159932236808e-02
4.007002334111370487e+02,4.266857396628804394e-02
4.010003334444814413e+02,4.402221705582702593e-02
4.013004334778258908e+02,1.125668755682073668e-02
4.016005335111703403e+02,3.066591540737985053e-02
4.019006335445147897e+02,1.920586132564539375e-02
4.022007335778592392e+02,4.216149357622723387e-02
4.025008336112036886e+02,2.721236749399099167e-02
4.028009336445481381e+02,3.709092749423501673e-02
4.031010336778925875e+02,3.630671549809271620e-02
4.034011337112370370e+02,3.700629964996183380e-02
4.037012337445814865e+02,3.692059593052123001e-02
4.040013337779259359e+02,2.445050434911615403e-02
4.043014338112703854e+02,1.630124237321063652e-02
4.046015338446148348e+02,2.397811417689989927e-02
4.049016338779592843e+02,5.858066606113609270e-02
4.052017339113037337e+02,4.451851755874530747e-02
4.055018339446481832e+02,4.866050057089041370e-02
4.058019339779926327e+02,6.440759977360248356e-02
4.061020340113370821e+02,1.310721340039174010e-02
4.064021340446815316e+02,4.678321996492056795e-02
4.067022340780259810e+02,1.497178404281267888e-02
4.070023341113704305e+02,2.967647016382736133e-02
4.073024341447148799e+02,4.593854257329359897e-02
4.076025341780593294e+02,6.843204837624078385e-02
4.079026342114037789e+02,2.039402135150371678e-02
4.082027342447482283e+02,3.403435821754047935e-02
4.085028342780926778e+02,5.894877440265403751e-02
4.088029343114371272e+02,5.922428896352600197e-03
4.091030343447815767e+02,4.285620639918602537e-02
4.094031343781260261e+02,2.934455166985951158e-02
4.097032344114704756e+02,1.777319741704470879e-02
4.100033344448149251e+02,3.823751687100373359e-02
4.103034344781593745e+02,4.710204835636778997e-02
4.106035345115038240e+02,1.686099943541990998e-02
4.109036345448482734e+02,4.260309239292486838e-02
4.112037345781927229e+02,3.837184274569362119e-02
4.115038346115371723e+02,9.970172718003857126e-03
4.118039346448816218e+02,6.577754726547453690e-02
4.121040346782260713e+02,5.641105508378188582e-02
4.124041347115705207e+02,1.731904458219715379e-02
4.127042347449149702e+02,2.269041120090749958e-02
4.130043347782594196e+02,4.974495963096346729e-02
4.133044348116038691e+02,2.432758216643182009e-02
4.136045348449483186e+02,0.000000000000000000e+00
4.139046348782927112e+02,5.503128869307606641e-02
4.142047349116371606e+02,3.413916037314922852e-02
4.145048349449816101e+02,7.201484385066860006e-02
4.148049349783260595e+02,4.093535828254260545e-02
4.151050350116705090e+02,3.751847403527362734e-02
4.154051350450149585e+02,9.110215986363599805e-02
4.157052350783594079e+02,3.008925173193896865e-02
4.160053351117038574e+02,1.440565901118236528e-02
4.163054351450483068e+02,3.794224156366722556e-02
4.166055351783927563e+02,5.599062441288776837e-02
4.169056352117372057e+02,9.891309223630545544e-03
4.172057352450816552e+02,1.494754165595045189e-02
4.175058352784261047e+02,4.202846807594904505e-02
4.178059353117705541e+02,0.000000000000000000e+00
4.181060353451150036e+02,1.102238701612060640e-02
4.184061353784594530e+02,4.870860246077496347e-02
4.187062354118039025e+02,2.098805132656447053e-02
4.190063354451483519e+02,1.180883168610119549e-04
4.193064354784928014e+02,7.108496217078527635e-02
4.196065355118372509e+02,4.289784770834262351e-03
4.199066355451817003e+02,2.196102089069639635e-02
4.202067355785261498e+02,2.490253481863791141e-02
4.205068356118705992e+02,3.394987872532206907e-02
4.208069356452150487e+02,2.482770986566366564e-02
4.211070356785594981e+02,3.053033630081356670e-02
4.214071357119039476e+02,3.323235816996730763e-02
4.217072357452483971e+02,3.028277525818135613e-02
4.220073357785928465e+02,3.381663014532256678e-02
4.223074358119372960e+02,0.000000000000000000e+00
4.226075358452817454e+02,4.064519765275468460e-02
4.229076358786261949e+02,3.672677768313033914e-03
4.232077359119706443e+02,0.000000000000000000e+00
4.235078359453150938e+02,5.926766908866941408e-02
4.238079359786595433e+02,5.871403391674148708e-03
4.241080360120039927e+02,3.512112582659010496e-02
4.244081360453484422e+02,1.601558867580249457e-02
4.247082360786928916e+02,1.784161199119807528e-02
4.250083361120373411e+02,4.102919589912043530e-02
4.253084361453817905e+02,1.033781497643620692e-02
4.256085361787262400e+02,3.870306574276094480e-02
4.259086362120706895e+02,3.881175124317013531e-02
4.262087362454151389e+02,5.443623979937708274e-02
4.265088362787595315e+02,2.437345808082482662e-02
4.268089363121039810e+02,5.198087248547099415e-02
4.271090363454484304e+02,6.541569316741274731e-02
4.274091363787928799e+02,6.268908559194277808e-02
4.277092364121373294e+02,4.263169207632322433e-02
4.280093364454817788e+02,3.984926183112157128e-02
4.283094364788262283e+02,8.781190406279371086e-02
4.286095365121706777e+02,7.542426791162804012e-02
4.289096365455151272e+02,1.540742873979516342e-02
4.292097365788595766e+02,4.917206493905354470e-02
4.295098366122040261e+02,4.270026499680991405e-02
4.298099366455484756e+02,3.206871426225210708e-02
4.301100366788929250e+02,3.365298632906418147e-02
4.304101367122373745e+02,4.030691066929312227e-02
4.307102367455818239e+02,4.926394073915047606e-02
4.310103367789262734e+02,3.485882785556576602e-02
4.313104368122707228e+02,3.724706287781511665e-02
4.316105368456151723e+02,5.826285318248708434e-02
4.319106368789596218e+02,3.674441218300398410e-02
4.322107369123040712e+02,4.126152115619423355e-02
4.325108369456485207e+02,5.013784308236725329e-02
4.328109369789929701e+02,6.297176608865812097e-02
4.331110370123374196e+02,5.482172146025979242e-02
4.334111370456818690e+02,3.780069697539482215e-02
4.337112370790263185e+02,3.438931335414309454e-02
4.340113371123707680e+02,5.738651703282138250e-03
4.343114371457152174e+02,3.603080701213093318e-02
4.346115371790596669e+02,9.426108876393560904e-03
4.349116372124041163e+02,9.669779394421023494e-03
4.352117372457485658e+02,4.314292819356764508e-02
4.355118372790930152e+02,2.810450566510973996e-02
4.358119373124374647e+02,3.954465816266911765e-02
4.361120373457819142e+02,1.754674489007301136e-02
4.364121373791263636e+02,5.409674728697442397e-02
4.367122374124708131e+02,3.293589229421760300e-02
4.370123374458152625e+02,5.380391913518597913e-02
4.373124374791597120e+02,4.350818927692098881e-02
4.376125375125041614e+02,3.333551068425633090e-02
4.379126375458486109e+02,2.045225625161656291e-02
4.382127375791930604e+02,3.064635533173512214e-02
4.385128376125375098e+02,4.657093843133626454e-02
4.388129376458819593e+02,4.395953572116267916e-02
4.391130376792264087e+02,6.091471704375926721e-03
4.394131377125708013e+02,5.051473082705237871e-02
4.397132377459152508e+02,2.572202162025058469e-02
4.400133377792597003e+02,4.630576990422934081e-02
4.403134378126041497e+02,1.605240722671909259e-02
4.406135378459485992e+02,4.276263005552202734e-02
4.409136378792930486e+02,1.407940354272066777e-02
4.412137379126374981e+02,3.260793496554457993e-02
4.415138379459819475e+02,2.407665431626535707e-02
4.418139379793263970e+02,2.435527234558342025e-02
4.421140380126708465e+02,1.878936644627850899e-02
4.424141380460152959e+02,2.715117323941818039e-02
4.427142380793597454e+02,0.000000000000000000e+00
4.430143381127041948e+02,4.829282903822385009e-02
4.433144381460486443e+02,5.062308349518625239e-02
4.436145381793930937e+02,2.363994679298851709e-02
4.439146382127375432e+02,6.795487386036469513e-03
4.442147382460819927e+02,2.461316145131601379e-02
4.445148382794264421e+02,6.160641868694859136e-02
4.448149383127708916e+02,6.318228181581106440e-02
4.451150383461153410e+02,5.687444226081598414e-02
4.454151383794597905e+02,9.885173045594812524e-02
4.457152384128042399e+02,8.585805281453727511e-02
4.460153384461486894e+02,1.301416719953893963e-01
4.463154384794931389e+02,1.997366169455789264e-01
4.466155385128375883e+02,2.503161651127385756e-01
4.469156385461820378e+02,3.180007736195460954e-01
4.472157385795264872e+02,3.730966423093243223e-01
4.475158386128709367e+02,5.453894628182857085e-01
4.478159386462153861e+02,6.595253539258674191e-01
4.481160386795598356e+02,7.473068221362696439e-01
4.484161387129042851e+02,9.251679905611708277e-01
4.487162387462487345e+02,1.038274033965486121e+00
4.490163387795931840e+02,1.155784832134910678e+00
4.493164388129376334e+02,1.259024773173725853e+00
